venvadmin@Vics-MacBook-Air write-a-book % chmod +x scripts/*.sh     
venvadmin@Vics-MacBook-Air write-a-book % ./scripts/auto_fix_code.sh
			"authority": "pylint.readthedocs.io"
		}
	},
	"severity": 4,
	"message": "Redefining name 'editor' from outer scope (line 12)",
	"source": "Pylint",
	"startLineNumber": 66,
	"startColumn": 34,
	"endLineNumber": 66,
	"endColumn": 40
},{
	"resource": "/Users/admin/cursor/write-a-book/tests/test_core_editor_extended.py",
	"owner": "_generated_diagnostic_collection_name_#4",
	"code": {
		"value": "W0621:redefined-outer-name",
		"target": {
			"$mid": 1,
			"path": "/en/latest/user_guide/messages/warning/redefined-outer-name.html",
			"scheme": "https",
			"authority": "pylint.readthedocs.io"
		}
	},
	"severity": 4,
	"message": "Redefining name 'editor' from outer scope (line 12)",
	"source": "Pylint",
	"startLineNumber": 84,
	"startColumn": 31,
	"endLineNumber": 84,
	"endColumn": 37
},{
	"resource": "/Users/admin/cursor/write-a-book/tests/test_core_editor_extended.py",
	"owner": "_generated_diagnostic_collection_name_#4",
	"code": {
		"value": "W0621:redefined-outer-name",
		"target": {
			"$mid": 1,
			"path": "/en/latest/user_guide/messages/warning/redefined-outer-name.html",
			"scheme": "https",
			"authority": "pylint.readthedocs.io"
		}
	},
	"severity": 4,
	"message": "Redefining name 'editor' from outer scope (line 12)",
	"source": "Pylint",
	"startLineNumber": 96,
	"startColumn": 32,
	"endLineNumber": 96,
	"endColumn": 38
},{
	"resource": "/Users/admin/cursor/write-a-book/tests/test_core_editor_extended.py",
	"owner": "_generated_diagnostic_collection_name_#4",
	"code": {
		"value": "W0621:redefined-outer-name",
		"target": {
			"$mid": 1,
			"path": "/en/latest/user_guide/messages/warning/redefined-outer-name.html",
			"scheme": "https",
			"authority": "pylint.readthedocs.io"
		}
	},
	"severity": 4,
	"message": "Redefining name 'editor' from outer scope (line 12)",
	"source": "Pylint",
	"startLineNumber": 115,
	"startColumn": 35,
	"endLineNumber": 115,
	"endColumn": 41
},{
	"resource": "/Users/admin/cursor/write-a-book/tests/test_core_editor_extended.py",
	"owner": "_generated_diagnostic_collection_name_#4",
	"code": {
		"value": "W0621:redefined-outer-name",
		"target": {
			"$mid": 1,
			"path": "/en/latest/user_guide/messages/warning/redefined-outer-name.html",
			"scheme": "https",
			"authority": "pylint.readthedocs.io"
		}
	},
	"severity": 4,
	"message": "Redefining name 'editor' from outer scope (line 12)",
	"source": "Pylint",
	"startLineNumber": 148,
	"startColumn": 9,
	"endLineNumber": 148,
	"endColumn": 15
}]
